session_id,reader_id,book_id,session_date,start_time,duration_minutes,pages_read,percentage_completed,format,device_type,location_type,completed,data_source
S12501,R0329,B087,2026-02-16,13:03,44.7,52,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log
S12502,R0329,B013,2026-02-23,07:04,33.2,33,7.17,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12503,R0329,B013,2026-02-23,19:02,33.7,33,14.35,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12504,R0329,B013,2026-02-23,18:05,23.6,20,18.7,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12505,R0329,B013,2026-02-24,12:36,49.8,47,28.91,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12506,R0329,B013,2026-02-25,18:48,36.6,31,35.65,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12507,R0329,B013,2026-02-25,06:44,40.3,36,43.48,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12508,R0329,B013,2026-03-04,12:38,18.9,19,47.61,Physical,Physical Book,,0,Synthetic_Session_Log
S12509,R0329,B013,2026-03-09,17:28,34.2,32,54.57,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12510,R0329,B013,2026-03-09,07:52,38.5,32,61.52,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12511,R0329,B013,2026-03-11,22:16,48.1,39,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12512,R0329,B122,2026-03-18,21:49,36.7,36,6.1,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12513,R0329,B122,2026-03-19,17:22,31.2,28,10.85,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12514,R0329,B122,2026-03-24,19:42,22.6,23,14.75,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12515,R0329,B122,2026-03-29,20:08,34.4,31,100.0,Ebook,Kindle,Commute,1,Synthetic_Session_Log
S12516,R0329,B069,2026-04-01,18:30,54.8,41,7.69,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12517,R0329,B069,2026-04-01,06:42,43.0,40,15.2,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12518,R0329,B069,2026-04-02,20:02,35.0,29,20.64,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12519,R0329,B069,2026-04-02,12:40,33.4,31,26.45,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12520,R0330,B049,2026-01-07,17:30,20.5,26,6.13,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12521,R0330,B049,2026-01-08,08:04,33.7,47,17.22,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12522,R0330,B049,2026-01-09,07:16,33.9,39,26.42,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12523,R0330,B049,2026-01-10,05:51,30.1,35,34.67,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12524,R0330,B049,2026-01-11,10:38,28.2,37,43.4,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12525,R0330,B049,2026-01-12,11:58,40.6,49,54.95,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12526,R0330,B049,2026-01-12,22:52,39.3,52,67.22,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S12527,R0330,B049,2026-01-15,17:37,22.8,24,72.88,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12528,R0330,B049,2026-01-15,03:41,48.4,61,87.26,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12529,R0330,B049,2026-01-15,10:18,34.5,40,100.0,Ebook,Kindle,Library,1,Synthetic_Session_Log
S12530,R0330,B107,2026-01-16,12:06,22.9,28,4.47,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12531,R0330,B107,2026-01-18,10:02,-10.0,41,11.0,Ebook,Kindle,,0,Synthetic_Session_Log
S12532,R0330,B107,2026-01-18,20:51,43.6,50,18.98,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12533,R0330,B107,2026-01-19,21:14,47.8,58,100.0,Ebook,Kindle,Coffee Shop,1,Synthetic_Session_Log
S12534,R0330,B050,2026-01-19,08:29,45.8,50,16.03,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12535,R0330,B050,2026-01-22,10:01,47.9,57,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12536,R0330,B009,2026-01-23,21:44,43.2,54,14.4,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12537,R0330,B009,2026-01-26,05:57,8.0,10,17.07,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12538,R0330,B009,2026-01-29,09:59,36.3,40,27.73,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12539,R0330,B009,2026-01-29,11:49,36.8,41,38.67,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12540,R0330,B009,2026-01-31,19:04,40.6,51,100.0,Ebook,Tablet,,1,Synthetic_Session_Log
S12541,R0330,B104,2026-01-31,21:56,39.6,48,8.42,Ebook,Phone,Outdoor,0,Synthetic_Session_Log
S12542,R0330,B104,2026-02-03,10:13,26.1,34,14.39,Ebook,Phone,,0,Synthetic_Session_Log
S12543,R0330,B104,2026-02-06,22:08,30.6,35,20.53,Ebook,Phone,Home,0,Synthetic_Session_Log
S12544,R0330,B104,2026-02-07,21:35,26.9,30,25.79,Ebook,Phone,Library,0,Synthetic_Session_Log
S12545,R0330,B104,2026-02-09,19:12,43.8,50,34.56,Ebook,Phone,Commute,0,Synthetic_Session_Log
S12546,R0330,B104,2026-02-10,19:52,18.5,22,38.42,Ebook,Phone,Outdoor,0,Synthetic_Session_Log
S12547,R0330,B104,2026-02-12,15:17,25.6,29,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log
S12548,R0330,B120,2026-02-13,11:57,26.1,29,7.13,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12549,R0330,B120,2026-02-18,10:28,16.1,19,11.79,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12550,R0330,B120,2026-02-23,14:52,34.0,39,21.38,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12551,R0330,B120,2026-02-23,21:29,19.7,23,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S12552,R0330,B029,2026-02-23,20:44,47.9,49,6.82,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12553,R0330,B029,2026-02-23,06:39,-10.0,65,15.88,Physical,Physical Book,,0,Synthetic_Session_Log
S12554,R0331,B097,2026-01-08,18:53,35.2,15,6.28,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12555,R0331,B097,2026-01-13,06:39,24.9,12,11.3,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12556,R0331,B097,2026-01-13,21:06,41.4,20,19.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12557,R0331,B097,2026-01-16,19:58,35.6,15,25.94,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12558,R0331,B097,2026-01-19,12:21,34.1,13,31.38,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12559,R0331,B097,2026-01-19,16:07,36.7,17,38.49,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12560,R0331,B097,2026-01-22,20:35,28.0,6,41.0,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12561,R0331,B097,2026-01-22,20:22,36.0,17,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log
S12562,R0331,B128,2026-01-23,20:51,20.4,10,1.81,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12563,R0331,B128,2026-01-23,02:29,37.3,17,4.88,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12564,R0331,B128,2026-01-24,15:41,45.3,22,8.86,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S12565,R0331,B128,2026-01-27,05:52,19.1,10,10.67,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12566,R0331,B112,2026-01-30,10:31,28.8,9,3.69,Ebook,Tablet,Library,0,Synthetic_Session_Log
S12567,R0331,B112,2026-01-30,21:49,27.9,11,8.2,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12568,R0331,B112,2026-02-04,19:57,25.9,11,12.7,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12569,R0331,B112,2026-02-04,19:09,40.0,17,19.67,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12570,R0331,B112,2026-02-04,20:54,36.1,13,25.0,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12571,R0331,B112,2026-02-05,10:25,33.9,16,31.56,Ebook,Tablet,Library,0,Synthetic_Session_Log
S12572,R0331,B112,2026-02-06,18:24,15.2,7,34.43,Ebook,Tablet,Library,0,Synthetic_Session_Log
S12573,R0331,B112,2026-02-07,07:12,28.0,12,39.34,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12574,R0331,B112,2026-02-08,15:11,24.4,7,100.0,Ebook,Tablet,Coffee Shop,1,Synthetic_Session_Log
S12575,R0331,B079,2026-02-10,19:44,47.1,22,3.17,Physical,Physical Book,,0,Synthetic_Session_Log
S12576,R0331,B079,2026-02-13,08:41,23.3,10,4.6,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12577,R0331,B079,2026-02-14,18:49,20.5,8,5.76,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12578,R0331,B079,2026-02-16,18:38,43.4,17,8.2,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12579,R0331,B079,2026-02-19,15:38,46.9,23,11.51,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12580,R0331,B079,2026-02-19,04:12,17.9,6,12.37,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12581,R0331,B079,2026-02-19,09:26,25.9,12,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12582,R0331,B080,2026-02-20,10:35,24.8,9,1.49,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12583,R0331,B080,2026-02-27,19:39,46.2,21,4.97,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12584,R0331,B080,2026-02-28,20:41,43.2,27,9.44,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12585,R0331,B080,2026-02-28,17:09,36.6,15,11.92,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12586,R0331,B080,2026-02-28,19:33,47.2,19,15.07,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12587,R0331,B080,2026-03-01,17:59,24.7,12,17.05,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12588,R0331,B080,2026-03-08,09:32,27.6,14,19.37,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12589,R0331,B134,2026-03-09,03:26,31.0,15,3.61,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12590,R0331,B134,2026-03-11,10:35,51.8,23,9.16,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12591,R0331,B134,2026-03-11,15:27,41.8,15,12.77,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12592,R0331,B134,2026-03-12,19:50,25.2,11,15.42,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12593,R0331,B134,2026-03-12,19:03,49.2,22,20.72,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12594,R0331,B134,2026-03-12,07:58,53.8,26,26.99,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12595,R0331,B029,2026-03-12,18:53,36.6,17,2.37,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12596,R0331,B029,2026-03-12,04:16,18.8,9,100.0,Physical,Physical Book,Coffee Shop,1,Synthetic_Session_Log
S12597,R0331,B145,2026-03-19,19:16,14.2,7,1.45,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12598,R0331,B145,2026-03-22,07:36,40.1,17,4.97,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12599,R0331,B145,2026-03-24,17:05,41.6,21,9.32,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12600,R0331,B145,2026-03-31,21:45,46.5,16,12.63,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12601,R0331,B145,2026-04-07,20:41,42.2,18,16.36,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12602,R0331,B145,2026-04-08,14:28,-10.0,13,19.05,Physical,Physical Book,,0,Synthetic_Session_Log
S12603,R0331,B145,2026-04-15,14:12,50.0,24,24.02,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12604,R0331,B145,2026-04-16,09:32,28.5,14,26.92,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12605,R0331,B145,2026-04-17,18:35,51.0,24,100.0,Physical,Physical Book,Coffee Shop,1,Synthetic_Session_Log
S12606,R0331,B040,2026-04-18,22:01,18.8,8,1.14,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12607,R0331,B040,2026-04-18,03:25,34.3,21,4.13,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12608,R0331,B040,2026-04-18,09:39,39.2,20,6.97,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12609,R0331,B040,2026-04-18,10:10,36.0,20,9.82,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12610,R0331,B040,2026-04-18,05:19,26.4,12,11.52,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12611,R0331,B040,2026-04-18,01:23,27.1,18,100.0,Ebook,Kindle,Library,1,Synthetic_Session_Log
S12612,R0332,B015,2026-01-11,21:19,34.4,22,2.97,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log
S12613,R0332,B015,2026-01-13,20:10,36.0,21,5.81,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12614,R0332,B015,2026-01-13,17:29,31.4,18,8.24,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12615,R0332,B015,2026-01-15,18:11,52.3,32,12.57,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log
S12616,R0332,B015,2026-01-17,21:29,36.9,24,15.81,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12617,R0332,B015,2026-01-19,19:25,32.7,21,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log
S12618,R0332,B127,2026-01-20,06:24,38.7,18,8.49,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12619,R0332,B127,2026-01-25,17:45,36.0,23,19.34,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12620,R0332,B127,2026-01-26,09:01,32.9,22,29.72,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12621,R0332,B127,2026-01-28,19:03,40.9,25,41.51,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12622,R0332,B127,2026-01-30,13:15,40.2,23,52.36,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12623,R0332,B127,2026-01-31,10:45,55.8,39,70.75,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S12624,R0332,B127,2026-02-02,07:35,37.8,24,82.08,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12625,R0332,B127,2026-02-02,21:05,520.0,24,93.4,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12626,R0332,B127,2026-02-02,14:36,43.4,24,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S12627,R0332,B064,2026-02-03,13:30,44.6,24,5.29,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12628,R0332,B064,2026-02-08,16:46,45.3,22,10.13,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12629,R0332,B064,2026-02-09,19:39,33.5,20,14.54,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12630,R0332,B064,2026-02-11,03:01,44.2,20,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S12631,R0332,B005,2026-02-11,17:22,8.4,5,0.93,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12632,R0332,B005,2026-02-12,00:36,32.7,22,5.01,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12633,R0332,B005,2026-02-19,18:15,14.7,9,6.68,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12634,R0332,B005,2026-02-19,21:51,25.6,17,9.83,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12635,R0333,B125,2026-01-14,15:31,16.7,13,7.1,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12636,R0333,B125,2026-01-21,16:19,15.3,13,14.21,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12637,R0333,B125,2026-01-22,20:38,30.2,27,28.96,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12638,R0333,B125,2026-01-23,19:00,43.7,40,50.82,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12639,R0333,B125,2026-01-25,12:48,24.2,20,61.75,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12640,R0333,B125,2026-01-25,15:01,9.8,9,66.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12641,R0333,B125,2026-01-25,01:45,23.0,24,79.78,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12642,R0333,B125,2026-01-25,20:08,31.4,25,93.44,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12643,R0333,B125,2026-01-27,11:30,39.6,32,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log
S12644,R0333,B103,2026-01-27,16:34,15.4,13,6.19,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12645,R0333,B103,2026-01-30,07:45,33.6,30,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log
S12646,R0333,B146,2026-01-30,20:30,34.1,30,17.75,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12647,R0333,B146,2026-01-30,23:11,36.7,28,34.32,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12648,R0333,B146,2026-01-30,17:44,34.9,26,49.7,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12649,R0333,B146,2026-01-31,15:05,32.1,28,66.27,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12650,R0333,B146,2026-02-05,01:44,45.3,42,91.12,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12651,R0333,B146,2026-02-06,11:21,31.3,27,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12652,R0333,B114,2026-02-09,19:39,47.3,46,8.08,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12653,R0333,B114,2026-02-10,07:34,42.3,37,14.59,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12654,R0333,B114,2026-02-10,12:07,48.9,39,21.44,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12655,R0333,B114,2026-02-15,12:58,44.8,41,28.65,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12656,R0333,B066,2026-02-17,13:54,26.3,22,13.84,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12657,R0333,B066,2026-02-18,06:18,27.9,25,29.56,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12658,R0333,B066,2026-02-19,07:46,38.3,32,49.69,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12659,R0333,B066,2026-02-26,21:09,45.4,44,77.36,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12660,R0333,B066,2026-02-28,11:33,24.3,19,89.31,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12661,R0333,B066,2026-03-05,05:43,34.3,27,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12662,R0333,B145,2026-03-07,19:38,42.2,39,8.07,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12663,R0333,B145,2026-03-14,01:23,31.4,24,13.04,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12664,R0333,B145,2026-03-17,04:35,35.3,32,19.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12665,R0333,B145,2026-03-18,16:23,38.6,31,26.09,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12666,R0333,B145,2026-03-19,12:13,64.5,57,37.89,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12667,R0333,B145,2026-03-21,15:44,46.5,39,45.96,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12668,R0333,B145,2026-03-23,11:48,35.8,34,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12669,R0334,B034,2026-01-09,10:06,37.3,23,5.64,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12670,R0334,B034,2026-01-11,13:08,26.7,14,100.0,Ebook,Kindle,Commute,1,Synthetic_Session_Log
S12671,R0334,B016,2026-01-11,19:42,47.7,23,12.23,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12672,R0334,B016,2026-01-13,14:07,38.2,27,26.6,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12673,R0334,B016,2026-01-14,13:57,40.8,26,40.43,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12674,R0334,B016,2026-01-14,16:46,50.4,32,57.45,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12675,R0334,B016,2026-01-14,09:30,30.5,19,67.55,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12676,R0334,B016,2026-01-19,21:11,22.4,13,74.47,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12677,R0334,B016,2026-01-21,19:03,22.7,17,83.51,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12678,R0334,B016,2026-01-22,10:22,32.6,21,94.68,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12679,R0334,B016,2026-01-23,17:42,31.3,19,100.0,Physical,Physical Book,,1,Synthetic_Session_Log
S12680,R0334,B035,2026-01-28,05:46,39.4,24,4.49,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12681,R0334,B035,2026-01-28,10:10,22.3,15,7.29,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12682,R0334,B035,2026-01-28,18:15,42.9,28,12.52,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12683,R0334,B035,2026-01-30,12:03,37.8,25,17.2,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12684,R0334,B035,2026-02-02,12:57,43.1,27,22.24,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12685,R0334,B035,2026-02-03,14:46,39.8,26,27.1,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12686,R0334,B035,2026-02-06,07:53,25.7,20,30.84,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S12687,R0334,B035,2026-02-06,21:54,21.0,14,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12688,R0334,B058,2026-02-07,07:48,520.0,22,4.01,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12689,R0334,B058,2026-02-07,20:38,44.1,28,9.12,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12690,R0334,B058,2026-02-09,18:38,47.3,38,16.06,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12691,R0334,B058,2026-02-09,19:34,24.2,12,18.25,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S12692,R0334,B058,2026-02-09,20:15,41.8,30,23.72,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12693,R0334,B058,2026-02-11,06:15,33.7,20,100.0,Ebook,Kindle,Coffee Shop,1,Synthetic_Session_Log
S12694,R0334,B027,2026-02-12,12:24,39.9,24,4.5,Ebook,Kindle,Library,0,Synthetic_Session_Log
S12695,R0334,B027,2026-02-15,02:15,24.2,18,7.88,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12696,R0334,B027,2026-02-16,09:57,15.9,11,9.94,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S12697,R0334,B027,2026-02-18,16:36,36.2,28,15.2,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12698,R0334,B027,2026-02-19,10:45,28.2,20,18.95,Ebook,Kindle,Home,0,Synthetic_Session_Log
S12699,R0334,B030,2026-02-20,19:26,27.3,18,3.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12700,R0334,B030,2026-02-20,16:32,45.6,32,10.18,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12701,R0334,B030,2026-02-21,00:59,35.2,25,15.27,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12702,R0334,B030,2026-02-23,07:41,35.3,25,20.37,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12703,R0334,B030,2026-02-23,19:48,57.4,35,27.49,Physical,Physical Book,,0,Synthetic_Session_Log
S12704,R0334,B030,2026-02-23,08:03,30.9,19,31.36,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S12705,R0334,B030,2026-02-24,19:38,34.9,23,36.05,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12706,R0334,B030,2026-02-24,20:05,28.1,16,39.31,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12707,R0334,B030,2026-02-25,13:53,47.7,28,45.01,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12708,R0334,B030,2026-02-27,11:38,35.4,26,50.31,Physical,Physical Book,Library,0,Synthetic_Session_Log
S12709,R0334,B030,2026-02-28,06:51,40.1,31,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12710,R0334,B096,2026-02-28,16:32,30.8,24,3.3,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12711,R0334,B096,2026-03-01,08:53,53.5,30,7.43,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12712,R0334,B096,2026-03-02,18:04,45.2,30,11.55,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12713,R0334,B096,2026-03-02,08:46,34.6,21,14.44,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12714,R0334,B096,2026-03-07,18:00,47.1,25,17.88,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12715,R0334,B096,2026-03-08,07:01,28.1,20,20.63,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12716,R0334,B096,2026-03-09,19:14,51.6,26,24.21,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12717,R0334,B096,2026-03-11,20:28,30.9,18,26.69,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12718,R0334,B096,2026-03-12,14:52,35.8,20,29.44,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12719,R0334,B096,2026-03-12,20:44,46.3,29,33.43,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12720,R0334,B096,2026-03-14,18:02,28.5,20,36.18,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12721,R0334,B048,2026-03-14,04:08,46.2,26,19.12,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12722,R0334,B048,2026-03-14,16:14,46.3,27,38.97,Physical,Physical Book,,0,Synthetic_Session_Log
S12723,R0334,B048,2026-03-14,13:34,21.7,14,49.26,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S12724,R0334,B048,2026-03-16,13:32,41.7,21,64.71,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12725,R0334,B048,2026-03-18,16:46,41.8,22,80.88,Physical,Physical Book,Home,0,Synthetic_Session_Log
S12726,R0334,B048,2026-03-19,08:56,33.1,24,98.53,Physical,Physical Book,Home,1,Synthetic_Session_Log
S12727,R0335,B052,2026-01-26,14:40,41.3,33,10.12,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12728,R0335,B052,2026-01-28,15:56,46.2,40,22.39,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12729,R0335,B052,2026-01-29,15:02,15.6,10,25.46,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12730,R0335,B052,2026-02-05,16:06,31.1,30,34.66,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S12731,R0335,B052,2026-02-06,15:09,25.9,25,42.33,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12732,R0335,B052,2026-02-07,06:06,42.4,39,54.29,Ebook,Tablet,Home,0,Synthetic_Session_Log
S12733,R0335,B052,2026-02-14,16:18,31.2,28,62.88,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
